favorited	contributors	truncated	text	created_at	retweeted	in_reply_to_status_id_str	coordinates	in_reply_to_user_id_str	source	in_reply_to_status_id	in_reply_to_screen_name	id_str	place	retweet_count	geo	id	in_reply_to_user_id
False	None	False	http://t.co/skK1oyRl - @Official_EDL Yeah, I thought stuff like this might have something to do with me being blocked. ;-) #EDL	Sun Dec 30 16:47:55 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285427002553536512	None	1	None	285427002553536512	None
False	None	False	@TheNoobmuch @EDLNewsXtra @Official_EDL I find clicking on the link quite helpful.	Sun Dec 30 16:35:47 +0000 2012	False	285423079411310593	None	102088528	web	285423079411310593	TheNoobmuch	285423952585695232	None	0	None	285423952585695232	102088528
False	None	False	The @official_edl page using an American Islamophobic blog as an excuse for some festive genocidal racism. #EDL http://t.co/skK1oyRl	Sun Dec 30 16:30:47 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285422690939043841	None	1	None	285422690939043841	None
False	None	False	Alan Cleverly honours those who gave their lives whilst being photographed by tourists. #EDL http://t.co/rcgfK253	Sun Dec 30 16:18:29 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285419596507402241	None	1	None	285419596507402241	None
False	None	False	Daddy Bob keeps it in the family. #EDL http://t.co/8BXpsdbv	Sun Dec 30 16:09:43 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285417392329330689	None	0	None	285417392329330689	None
False	None	False	Comedy facebook hardman Bill Baker pulls a random from the Yellow Pages in search of the @edlnews editor... #EDL http://t.co/upVsS8rJ	Sun Dec 30 16:05:18 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285416279366578176	None	0	None	285416279366578176	None
False	None	False	@raja_akhtar1979 @MissShape01 A conversion would involve a) learning to read and b) possible fluency in Arabic.	Sun Dec 30 15:29:41 +0000 2012	False	285405454706806784	None	285291814	web	285405454706806784	raja_akhtar1979	285407315576881153	None	1	None	285407315576881153	285291814
False	None	False	*UPDATE* Missing Nottingham #EDL member found dead.  http://t.co/SjY9BLIl	Sun Dec 30 14:59:44 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285399778416795648	None	0	None	285399778416795648	None
False	None	False	How NOT to escape a charge of Racially Aggravated Assault... #EDLhttp://t.co/PVIgAHU8	Sun Dec 30 14:18:02 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	285389284108812288	None	7	None	285389284108812288	None
False	None	False	http://t.co/in17pWSe - FAO @NottsPolice	Sun Dec 30 13:45:15 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285381034940436481	None	0	None	285381034940436481	None
False	None	False	The former #EDL Essex Division were not terribly amused by Kevin Carroll's Christmas video...  http://t.co/wCEVlbHQ	Sun Dec 30 13:34:04 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285378220243685376	None	1	None	285378220243685376	None
False	None	False	A Liverpool employee of @JaguarUK is off out for a spot of 'Paki Bashing...' #EDL http://t.co/fzURcZYD	Sun Dec 30 13:25:02 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285375946045927424	None	8	None	285375946045927424	None
False	None	False	An obscure #EDL splinter group explain what makes them so distinctive from the other obscure EDL splinter groups. http://t.co/oAQd5Qk7	Sun Dec 30 13:14:52 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285373390511022081	None	1	None	285373390511022081	None
False	None	False	Some people need a tattoo to remind themselves that they're a complete and utter Number Two. #EDLhttp://t.co/t8mXVTd7	Sun Dec 30 12:31:38 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	285362507521064960	None	7	None	285362507521064960	None
False	None	False	#EDL and #BNP members indulge in a spot of Sunday morning Hitler licking...http://t.co/xwaFk3H1	Sun Dec 30 12:23:45 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	285360525318176768	None	10	None	285360525318176768	None
False	None	False	Darren Clift (Dazzler) gets kicked out the National Front for being too right wing... #EDLhttp://t.co/aXbpCpdT	Sun Dec 30 12:14:17 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	285358141619720192	None	4	None	285358141619720192	None
False	None	False	#EDL: Our Plans For National Protest Over Newcastle Islamic School - Sky Tyne and Wear http://t.co/PzaLHshk	Sun Dec 30 11:58:48 +0000 2012	False	None	None	None	<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	None	None	285354247166492672	None	3	None	285354247166492672	None
False	None	False	Kevin Carroll's Christmas Message Fiasco: http://t.co/bi0hAVzo #EDL	Sun Dec 30 10:23:09 +0000 2012	False	None	None	None	<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	None	None	285330176110387200	None	1	None	285330176110387200	None
False	None	False	Missing Nottinghamshire man http://t.co/XKl3pjvI has #EDL connections.http://t.co/in17pWSe	Sun Dec 30 10:12:04 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	285327386441039872	None	2	None	285327386441039872	None
False	None	False	Nazi Mark Pringle, previously seen here: http://t.co/A7iEwdxk takes up #EDL's offer to attend Manchester.  http://t.co/ba6bYi8R	Sat Dec 29 22:36:46 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285152407711784960	None	2	None	285152407711784960	None
False	None	False	Coincidently, the MEP involved in bringing Atiya Anjum-Wilkinson home was the same one #EDL doorstepped last year. http://t.co/4hvq2GEJ	Sat Dec 29 22:08:27 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285145280142262272	None	2	None	285145280142262272	None
False	None	False	Kevin Karroll's Kristmas Speech Fiasco: http://t.co/nCbRE1tC #EDL	Sat Dec 29 18:29:49 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	285090259291742209	None	1	None	285090259291742209	None
False	None	False	This tweet is brought to you by Brighthouse's PC department. #EDLhttp://t.co/VcjagOgb	Sat Dec 29 17:03:05 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	285068434310582273	None	3	None	285068434310582273	None
False	None	False	Dirty Bobby Donovan and His Candid Camera: http://t.co/uFiiQjdx #EDL	Sat Dec 29 15:36:42 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	285046694402478081	None	0	None	285046694402478081	None
False	None	False	http://t.co/VkiVWNLw - Fuckwittery still in progress over at http://t.co/vsioU6pT #EDL	Sat Dec 29 14:23:09 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285028183600947202	None	0	None	285028183600947202	None
False	None	False	Having heard that Greggs is probably Halal, #EDL visit their facebook page armed with their best clichés. http://t.co/VkiVWNLw	Sat Dec 29 14:02:06 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285022888715751425	None	4	None	285022888715751425	None
False	None	False	http://t.co/MbLxgNAm - U mad bro? Putting up an address that you didn't give in court kicks ass. http://t.co/v1fn6ICz see? #EDL	Sat Dec 29 12:45:05 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	285003506610491392	None	4	None	285003506610491392	None
False	None	False	Memories... Misty water coloured memories... https://t.co/xGGPYRjh #EDL	Sat Dec 29 11:59:07 +0000 2012	False	None	None	None	web	None	None	284991938149621760	None	1	None	284991938149621760	None
False	None	False	“@Nationalist_UK: .@gtrafford Not a single member of the BFP is racist. We're just working class Brits. #EDL” &lt; FTFY: https://t.co/YI1kFJCA	Sat Dec 29 09:48:19 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	284959020714962944	None	3	None	284959020714962944	None
None	False	RT @kmoran98: This shows the EDL's intelligence MT @Official_EDL: @kmoran98 @erinangelconnor no we don't target all Muslims, we target I ...	Sat Dec 29 09:33:09 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	False	None	284955204372287488	None	26	None	284955204372287488	None
False	None	False	Far-right vacuum could trigger 'lone-wolf' attacks - Crime - UK - The Independent http://t.co/PyUEaTWW via @independent #EDL	Sat Dec 29 09:23:02 +0000 2012	False	None	None	None	<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	None	None	284952656353570816	None	5	None	284952656353570816	None
False	None	False	@CommonSense4Now @my_smiley_face @nemesisrepublic Murray is dead. He's not coming home. #EDL	Sat Dec 29 09:12:07 +0000 2012	False	284744626454294529	None	105287629	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	284744626454294529	CommonSense4Now	284949911714287616	None	1	None	284949911714287616	105287629
False	None	False	Reaction to Kev Carroll's Xmas video in which he tried regain the #EDL splinter group's support by insulting them.http://t.co/7S4q6UBm	Sat Dec 29 09:02:38 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284947524509376512	None	4	None	284947524509376512	None
False	None	False	Derek Fender to be released from jail on 11th January. #EDLhttp://t.co/o3ZFUY8V	Sat Dec 29 08:32:32 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284939948078014464	None	4	None	284939948078014464	None
False	None	False	First #EDL surrender of 2013... Already?? http://t.co/SJ3jWLhV	Fri Dec 28 19:05:08 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284736761006010369	None	3	None	284736761006010369	None
False	None	False	Bobby Donavan having heard this http://t.co/1wVhIZ7P news story, seems to support the kidnapping of infants. #EDLhttp://t.co/p0EmoGzJ	Fri Dec 28 18:58:08 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284734998777561088	None	8	None	284734998777561088	None
False	None	False	Mick Morgan. Like Michael Douglas in Falling Down. Except he's crap, and only on Facebook. #EDLhttp://t.co/9as4PVCp	Fri Dec 28 18:46:43 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284732125738045442	None	1	None	284732125738045442	None
False	None	False	Race-hate attack was made up by ‘victim’ - Local - Peterborough Telegraph: http://t.co/rp16BYg1 #EDL	Fri Dec 28 17:31:56 +0000 2012	False	None	None	None	<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	None	None	284713307519209472	None	5	None	284713307519209472	None
False	None	False	@hook_85 Nobody getting deported and Tommy not being released sounds like a plan to me... They just walk straight into it, don't they? #EDL	Fri Dec 28 17:27:45 +0000 2012	False	284711530057056256	None	192267155	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	284711530057056256	hook_85	284712251758358528	None	0	None	284712251758358528	192267155
False	None	False	Phew! 2013 will be a year without the following... #EDLhttp://t.co/f9a3ao3o	Fri Dec 28 17:23:01 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284711060970283008	None	0	None	284711060970283008	None
False	None	False	#EDL's Rory Rowbottom. Seen here http://t.co/MbLxgNAm earlier. Even some of his mates think he's a dick...http://t.co/0EkqPOEK	Fri Dec 28 17:18:44 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284709984900640768	None	1	None	284709984900640768	None
False	None	False	Casuals fall out with some other Nazis: http://t.co/VDVay9ES #EDL	Fri Dec 28 15:55:06 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	284688938948521986	None	0	None	284688938948521986	None
False	None	False	Alec Shaw unveils GENIOUS PALN to revive #EDL's fortunes.http://t.co/tcwctDvS	Fri Dec 28 15:42:03 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284685653252403200	None	1	None	284685653252403200	None
False	None	False	#EDL's Rory Rowbottom gets done for throwing a pigs head inside a mosque, and then cries all over Facebook.http://t.co/MbLxgNAm	Fri Dec 28 15:07:09 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284676868089716737	None	5	None	284676868089716737	None
False	None	False	This is why nobody believes the far right when they announce their own demo attendance figures. #BNP #EDLhttp://t.co/ZKx6lp7h	Fri Dec 28 14:40:28 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284670153470377985	None	3	None	284670153470377985	None
False	None	False	A Christmas Carroll: http://t.co/DM8aRynG #EDL #NF #C18 #NAZIS via @VickyClementine	Fri Dec 28 14:32:30 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	284668148261724161	None	1	None	284668148261724161	None
False	None	False	Three arrested in Thurnby Lodge religious incident investigation | Leicestershire Police: http://t.co/vTy1NyIk #EDL	Fri Dec 28 14:00:00 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	284659970719485952	None	1	None	284659970719485952	None
False	None	False	Why is this always blamed on the #EDL, just because they're the only ones who do this sort of thing? #EDLhttp://t.co/QfTBODps	Fri Dec 28 11:45:47 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284626194257821696	None	3	None	284626194257821696	None
False	None	False	#FF @AuntieFarr @ant1fane @edlnews @slatedl @daddymojorisin @k_durrans @WALTwatch @BrightonBlitz @SalmaYaqoob @RaquelEvita @TellMamaUK	Fri Dec 28 11:16:37 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	284618855014359040	None	2	None	284618855014359040	None
False	None	False	Nazi invites you to prove he's a Nazi... #EDLhttp://t.co/A7iEwdxk	Fri Dec 28 10:46:46 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284611340587376642	None	4	None	284611340587376642	None
False	None	False	#EDL Christmas message from Kev Carroll. Edited highlights: http://t.co/MqymYM1C	Fri Dec 28 10:24:50 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	284605821332111360	None	2	None	284605821332111360	None
False	None	False	#EDL are advised on how not to look stupid.http://t.co/Idr9IF37	Fri Dec 28 09:49:35 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284596950643396608	None	10	None	284596950643396608	None
False	None	False	@ErinAngelConnor @official_edl You're looking for a membership card for that fella? http://t.co/Jbnp9yNs #EDLhttp://t.co/ylngpVmK	Thu Dec 27 20:29:27 +0000 2012	False	None	None	373843347	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	ErinAngelConnor	284395591910428672	None	2	None	284395591910428672	373843347
False	None	False	[Animated Short] Tommy Robinson's Christmas Message: http://t.co/2qBbRVBU #EDL	Thu Dec 27 17:13:48 +0000 2012	False	None	None	None	web	None	None	284346353218363392	None	3	None	284346353218363392	None
False	None	False	Free Tommy demo. The Cartoon. #EDL http://t.co/PrLt4au1	Thu Dec 27 17:08:14 +0000 2012	False	None	None	None	web	None	None	284344952023027712	None	2	None	284344952023027712	None
False	None	False	You'll be happy to know that Danny is prevented from owning a gun. #EDLhttp://t.co/YqmuA91g	Thu Dec 27 07:51:29 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284204841822191617	None	4	None	284204841822191617	None
None	False	RT @MissLButtercup: @EDLNewsXtra @Guru_Marc @Hel_29 @VirgilCaine1 @Official_EDL &gt;&gt; From his FB photos. #edl  http://t.co/0uaTyEK8	None	284083260676505600	web	False	None	None	284083260676505600	1	None	False	None	None	Wed Dec 26 23:48:22 +0000 2012	None	None
False	None	False	RT @Guru_Marc: @cawseetiger @edlnewsxtra Since when was he an edl member? &lt; Oh, there's an entry exam is there? http://t.co/Jbnp9yNs #EDL	Wed Dec 26 23:44:47 +0000 2012	False	None	None	None	web	None	None	284082362374029315	None	1	None	284082362374029315	None
False	None	False	@Guru_Marc @Hel_29 @VirgilCaine1 @EDLNewsXtra @Official_EDL According to his friends list, rather a lot... #EDL	Wed Dec 26 23:41:38 +0000 2012	False	284080554809384961	None	305655577	web	284080554809384961	Guru_Marc	284081567280791552	None	0	None	284081567280791552	305655577
False	None	False	http://t.co/Jbnp9yNs - Are @official_edl going to say it's a fake this time? http://t.co/6p6jcndB #EDL	Wed Dec 26 23:19:33 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	284076012139073539	None	14	None	284076012139073539	None
False	None	False	The #EDL Christmas address has finally been released. Unlike their leader. http://t.co/hnm2P35h	Wed Dec 26 23:17:41 +0000 2012	False	None	None	None	web	None	None	284075540317605888	None	2	None	284075540317605888	None
False	None	False	What did this #EDL member have to say about the two children who died on the M6 on Christmas Day? Need you ask..?http://t.co/Jbnp9yNs	Wed Dec 26 23:10:06 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	284073632706215938	None	19	None	284073632706215938	None
False	None	False	http://t.co/l0fju7r9 - Background to this story: http://t.co/lt4XUPz5 #EDL	Wed Dec 26 20:38:48 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	284035558639034368	None	3	None	284035558639034368	None
False	None	False	North East #EDL led by Alan Spence claim responsibility for the attack on the apparent home of a suspected rapist. http://t.co/l0fju7r9	Wed Dec 26 20:35:08 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	284034634109571072	None	1	None	284034634109571072	None
False	None	False	Herr Mosley setzt sich mit seiner Nazi-themed Weihnachtsschmuck ... #EDL http://t.co/R0iOEjeK	Wed Dec 26 19:40:45 +0000 2012	False	None	None	None	<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	None	None	284020948619902977	None	2	None	284020948619902977	None
False	None	False	Whackjob Bob a job, gets chummy with the slobs. #EDLhttp://t.co/tx7fJsaV	Wed Dec 26 17:21:28 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283985897370836992	None	0	None	283985897370836992	None
False	None	False	@iamsimeski 22nd Dec. Nobody would have even seen it if they hadn't put it on Facebook. Sad bastards... #EDL	Wed Dec 26 16:30:31 +0000 2012	False	283972402914942977	None	722690101	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	283972402914942977	iamsimeski	283973073546391552	None	1	None	283973073546391552	722690101
False	None	False	Another bunch of #EDL splitters making a total prat of themselves: http://t.co/TICci5Lo via @VickyClementine	Wed Dec 26 16:00:18 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	283965470846111746	None	1	None	283965470846111746	None
None	False	RT @slatedl: Bob a Job Nationalist complains about having gay men rammed down his throat. #EDL #LGBT http://t.co/VUbsKX3h	None	283930121650438144	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	False	None	None	283930121650438144	3	None	False	None	None	Wed Dec 26 13:39:50 +0000 2012	None	None
False	None	False	The last homophobic cliche of 2012? #EDLhttp://t.co/dmbQKRXc	Wed Dec 26 13:28:04 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283927157955235840	None	6	None	283927157955235840	None
False	None	False	I was going to put a nice, festive, holly border around this one. #EDLhttp://t.co/o8CnkzsV	Wed Dec 26 13:20:20 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283925214583218176	None	6	None	283925214583218176	None
False	None	False	An NWI Christmas. #EDLhttp://t.co/K28HliAG	Wed Dec 26 12:50:46 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283917773388800001	None	5	None	283917773388800001	None
False	None	False	Something about a demo in Clyde Square, Greenock by SL2 or something like that... #EDLhttp://t.co/N58CPORW	Wed Dec 26 11:12:17 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283892986092351488	None	1	None	283892986092351488	None
False	None	False	#EDL's Lacette Brooks goes in search of antifascists using obvious fake names. Don't tell her, just yet... #EDL http://t.co/WyOkbCAR	Tue Dec 25 17:38:11 +0000 2012	False	None	None	None	<a href="http://twitpic.com" rel="nofollow">Twitpic</a>	None	None	283627714399838208	None	2	None	283627714399838208	None
False	None	False	@carrington_andy on Nazis at Christmas. http://t.co/CuG1iXNv #EDL	Tue Dec 25 16:30:44 +0000 2012	False	None	None	342058137	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	carrington_andy	283610742039662595	None	2	None	283610742039662595	342058137
None	False	RT @slatedl: Ken Niggetts. #EDLhttps://t.co/uHfMRM4Z http://t.co/DY2iicp4	None	283609725608792064	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	False	None	None	283609725608792064	1	None	False	None	None	Tue Dec 25 16:26:42 +0000 2012	None	None
False	None	False	@AlexLeivesley96 I think it's something to do with football...	Tue Dec 25 16:24:31 +0000 2012	False	283606704795566080	None	603066781	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	283606704795566080	AlexLeivesley96	283609175353851905	None	0	None	283609175353851905	603066781
False	None	False	@AlexLeivesley96 I still don't know what it's supposed to be over... :-S #EDL	Tue Dec 25 16:00:43 +0000 2012	False	283600920359616513	None	603066781	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	283600920359616513	AlexLeivesley96	283603185120210946	None	0	None	283603185120210946	603066781
False	None	False	Angry Danny's Christmas! Part Four. #EDLhttp://t.co/xXEC8Fk6	Tue Dec 25 15:52:57 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283601231312732160	None	1	None	283601231312732160	None
False	None	False	Angry Danny's Christmas! Part Three. #EDLhttp://t.co/Xu8D2YVI	Tue Dec 25 15:52:14 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283601050823450624	None	1	None	283601050823450624	None
False	None	False	Angry Danny's Christmas! Part Two. #EDLhttp://t.co/FxVze0hX	Tue Dec 25 15:51:30 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283600869382037505	None	1	None	283600869382037505	None
False	None	False	Angry Danny's Christmas! Part One. #EDLhttp://t.co/phIGiLcw	Tue Dec 25 15:50:16 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283600558022070272	None	1	None	283600558022070272	None
False	None	False	#EDL encourage documented Nazis to 'Look to the future. Not the past.' http://t.co/tnw1E3V4	Tue Dec 25 15:15:59 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283591930254876673	None	0	None	283591930254876673	None
False	None	False	Winterval Greetings from some sad, washed up Welsh Nazis. #EDLhttp://t.co/4uOzYhHE	Tue Dec 25 13:15:30 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283561607584415745	None	2	None	283561607584415745	None
False	None	False	“@ray6077: @EDLNewsXtra I guess Jesus ( PBUH ) can do one?” &lt; I've been to Church. He's definitely a six foot five Scandinavian. #EDL	Tue Dec 25 13:02:32 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	283558346244644866	None	0	None	283558346244644866	None
False	None	False	Seasons Greetings from Charity Shop Bob a Job. #EDLhttp://t.co/2vFLZoRc	Tue Dec 25 11:58:23 +0000 2012	False	None	None	None	<a href="http://itunes.apple.com/us/app/twitpic/id523490954?mt=8&uo=4" rel="nofollow">Twitpic on iOS</a>	None	None	283542203601670145	None	4	None	283542203601670145	None
False	None	False	For Tommy. Rotting on whatever nonce wing he's on today: http://t.co/u5ScwZSd #EDL	Tue Dec 25 11:03:06 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	283528290139004928	None	5	None	283528290139004928	None
False	None	False	@amacrae68 Happy non-faith specific enforced break to you to!	Tue Dec 25 08:47:56 +0000 2012	False	283335320798367744	None	884347429	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	283335320798367744	amacrae68	283494273574383618	None	0	None	283494273574383618	884347429
False	None	False	“@Official_EDL: @Jamie__Lewis Really? Do you see me talking about anything other than Islam? No.” &lt; Yes I do, along with 7000 others... #EDL	Mon Dec 24 22:01:42 +0000 2012	False	None	None	None	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	283331642574139392	None	0	None	283331642574139392	None
False	None	False	@Jamie__Lewis ...And there I was thinking that they were just against radical Islam... @official_edl @erinangelconnor #EDL	Mon Dec 24 20:15:47 +0000 2012	False	283303411275923457	None	214116663	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	283303411275923457	Jamie__Lewis	283304989517029376	None	0	None	283304989517029376	214116663
